数据时间,1#炉膛上部温度,1#炉膛中部温度,2#炉膛上部温度,2#炉膛中部温度,3#炉膛上部温度,3#炉膛中部温度,1#炉炉膛负压,2#炉膛负压,3#炉膛压力,1#炉一次风机速度反馈,1#炉一次风机已运行,2#炉一次风机速度反馈,2#炉一次风机已运行,3#炉一次风机速度反馈,3#炉一次风机已运行,1#炉二次风机速度反馈,1#炉二次风机已运行,2#炉二次风机速度反馈,2#炉二次风机已运行,3#炉二次风机速度反馈,3#炉二次风机已运行,1#炉引风机速度反馈,1#炉引风机已运行,2#炉引风机速度反馈,2#炉引风机已运行,3#炉引风机速度反馈,3#SNCRz除盐水流量,3#SNC尿素溶液流量,1#炉雾化石灰浆流量,2#炉雾化石灰浆流量,3#炉雾化石灰浆流量,1#炉SNCR炉膛出口温度,2#炉SNCR炉膛出口温度,3#炉SNCR炉膛出口温度,1#炉布袋除尘器压差,1#炉布袋除尘器入口温度,2#炉布袋除尘器压差,2#炉布袋除尘器入口温度,3#炉布袋除尘器压差,3#炉布袋除尘器入口温度,1#炉烟气温度,1#炉烟气压力,1#炉烟气流量,1#炉烟气湿度,1#炉烟气O2,1#炉烟气KLW（折算）,1#炉烟气SO2（折算）,1#炉烟气NOX（折算）,1#炉烟气CO（折算）,1#炉烟气HCL（折算）,2#炉烟气温度,2#炉烟气压力,2#炉烟气流量,2#炉烟气湿度,2#炉烟气O2,2#炉烟气KLW（折算）,2#炉烟气SO2（折算）,2#炉烟气NOX（折算）,2#炉烟气CO（折算）,2#炉烟气HCL（折算）,3#炉烟气温度,3#炉烟气压力,3#炉烟气流速,3#炉烟气湿度,3#炉烟气O2,3#炉烟气粉尘（折算）,3#炉烟气SO2（折算）,3#炉烟气NOX（折算）,3#炉烟气CO（折算）,3#炉烟气HCL（折算）
2025-05-23 01:18:00,974.93,1015.23,973.37,967.07,943.73,930.54,-65.60,-102.05,-112.45,35.79,1.00,18.77,1.00,49.59,1.00,23.20,1.00,27.63,1.00,37.51,1.00,41.95,1.00,21.15,1.00,45.13,0.00,29.77,5.00,6.00,0.00,933.85,965.77,837.78,-3481.05,177.49,-2545.30,135.39,3000.00,199.80,151.23,-36.00,13.52,11.32,11.96,9.95,48.55,84.75,18.88,0.29,120.57,-102.00,15.27,13.05,10.64,3.59,269.27,33.89,264.95,4.36,172.09,0.00,8.73,16.29,11.84,5.76,10.69,122.73,1.99,2.20
2025-05-23 01:20:00,978.64,1011.01,977.99,968.50,944.45,921.77,-122.60,-113.20,-79.40,35.79,1.00,18.87,1.00,49.59,1.00,23.18,1.00,27.63,1.00,37.51,1.00,41.95,1.00,21.15,1.00,45.13,0.00,29.45,1019.00,3.00,5.00,935.28,966.55,844.44,-3476.00,178.02,-2554.55,135.72,3000.00,199.62,151.11,-5.00,13.34,11.32,13.40,10.76,34.28,71.67,16.91,0.32,121.04,-85.00,13.76,15.17,11.27,3.86,270.51,38.84,266.17,4.37,172.46,0.00,16.70,17.01,11.74,5.68,1.30,124.59,2.08,1.61
2025-05-23 01:22:00,981.50,1010.42,972.46,960.18,950.69,924.62,-101.05,-117.40,-92.95,35.78,1.00,18.77,1.00,49.56,1.00,23.18,1.00,27.63,1.00,37.50,1.00,41.95,1.00,21.15,1.00,45.13,0.00,29.79,1052.00,7.00,5.00,933.98,967.98,851.52,-3482.95,178.41,-2565.20,136.11,3000.00,194.20,151.11,-74.00,13.03,11.32,13.08,11.12,30.90,84.29,13.17,0.34,121.38,-108.00,13.55,14.57,11.31,3.54,271.84,34.21,267.48,4.37,172.46,0.00,17.41,16.70,11.86,5.10,0.43,125.88,0.91,1.46
2025-05-23 01:24:00,985.66,1002.76,975.91,961.09,959.27,942.89,-115.35,-107.10,-91.35,35.81,1.00,18.82,1.00,49.58,1.00,23.18,1.00,27.63,1.00,37.51,1.00,41.94,1.00,21.15,1.00,45.13,0.00,29.78,1043.00,4.00,3.00,936.72,974.80,837.30,-3468.60,178.80,-2563.30,136.11,3000.00,189.95,151.02,9.00,13.55,11.32,13.00,10.49,38.47,89.13,13.23,0.30,121.26,-131.00,16.74,14.94,11.20,3.91,269.75,40.18,265.42,4.36,172.26,0.00,18.43,16.84,11.79,5.30,0.49,132.89,0.52,1.29
2025-05-23 01:26:00,984.42,1000.29,964.47,952.32,962.78,945.10,-85.65,-73.90,-105.85,35.79,1.00,18.69,1.00,49.59,1.00,23.19,1.00,27.63,1.00,37.51,1.00,41.95,1.00,21.15,1.00,45.13,0.00,29.78,1040.00,0.00,5.00,929.24,978.38,828.78,-3505.30,178.89,-2567.60,136.34,3000.00,189.11,151.02,-60.00,13.75,11.32,13.86,10.63,40.38,73.54,11.64,0.31,121.83,-107.00,14.54,15.04,11.27,3.56,269.75,41.67,265.42,4.36,172.14,0.00,10.98,17.11,11.45,5.07,26.18,93.90,6.11,2.78
2025-05-23 01:28:00,988.45,994.17,964.21,944.06,969.73,965.58,-75.15,-100.45,-127.90,35.78,1.00,18.80,1.00,49.57,1.00,23.21,1.00,27.63,1.00,37.50,1.00,41.93,1.00,21.15,1.00,45.16,0.00,29.91,1018.00,6.00,4.00,938.08,978.18,833.04,-3460.30,179.55,-2557.65,136.63,3000.00,186.39,151.11,-53.00,13.14,11.32,12.90,10.46,38.29,75.54,18.60,0.30,121.83,-109.00,15.70,15.47,11.38,3.95,269.47,54.08,265.15,4.36,171.71,0.00,18.97,17.14,11.75,5.27,45.06,114.47,1.34,2.28
2025-05-23 01:30:00,988.91,985.79,957.78,937.17,977.66,967.01,-93.35,-100.95,-122.40,35.81,1.00,18.83,1.00,49.58,1.00,23.21,1.00,27.63,1.00,37.49,1.00,41.98,1.00,21.15,1.00,45.13,0.00,29.67,1024.00,2.00,5.00,936.65,978.12,833.46,-3448.15,179.96,-2557.20,136.83,3000.00,185.76,151.11,-45.00,13.42,11.32,12.99,9.96,43.54,71.93,39.48,0.29,122.06,-116.00,14.82,16.01,11.20,3.83,273.46,50.35,269.07,4.38,171.39,0.00,9.14,17.47,11.56,5.07,51.10,104.58,4.64,2.92
2025-05-23 01:32:00,991.97,971.23,962.07,933.01,978.51,967.91,-99.45,-100.50,-158.30,35.80,1.00,18.83,1.00,49.57,1.00,23.20,1.00,27.63,1.00,37.49,1.00,41.95,1.00,21.15,1.00,45.14,0.00,29.70,1020.00,9.00,4.00,937.37,979.88,847.92,-3485.45,180.25,-2597.45,137.04,3000.00,185.47,151.11,-76.00,13.59,11.32,13.16,10.97,43.02,93.55,12.73,0.31,122.29,-109.00,14.70,16.06,11.50,3.60,268.44,41.47,264.13,4.36,171.09,0.00,22.01,16.80,11.79,5.59,80.43,108.75,7.06,1.94
2025-05-23 01:34:00,993.46,983.91,960.57,937.43,977.54,958.49,-58.25,-101.70,-124.10,35.78,1.00,18.78,1.00,49.57,1.00,23.22,1.00,27.63,1.00,37.49,1.00,41.95,1.00,21.15,1.00,45.15,0.00,29.78,1047.00,2.00,0.00,939.51,981.24,854.58,-3484.85,180.49,-2578.05,136.92,3000.00,184.86,151.11,-59.00,13.17,11.32,13.11,10.33,46.01,90.85,11.07,0.30,122.52,-101.00,16.46,16.26,11.35,3.33,267.15,47.44,262.86,4.35,170.77,11.25,20.24,16.28,12.17,5.33,13.40,136.41,2.60,2.32
2025-05-23 01:36:00,995.93,989.36,971.10,953.35,976.76,934.77,-80.50,-93.45,-133.65,35.80,1.00,18.82,1.00,49.58,1.00,23.20,1.00,27.63,1.00,37.49,1.00,41.93,1.00,21.15,1.00,45.12,0.00,29.77,1071.00,0.00,2.00,944.58,983.52,882.00,-3495.05,180.79,-2585.35,137.04,3000.00,184.23,151.11,-75.00,13.35,11.32,13.06,10.62,45.53,86.49,12.32,0.30,122.40,-108.00,13.78,15.84,11.16,3.74,267.35,41.30,263.06,4.35,170.46,0.00,19.20,16.24,12.43,5.46,1.61,148.00,0.66,2.51
2025-05-23 01:38:00,999.96,987.81,966.87,940.88,980.14,929.76,-32.10,-93.55,-191.15,35.80,1.00,18.82,1.00,49.58,1.00,23.22,1.00,27.63,1.00,34.49,1.00,41.94,1.00,21.15,1.00,45.13,0.00,29.77,987.00,9.00,0.00,957.58,991.77,881.76,-3477.25,181.02,-2587.40,136.83,3000.00,182.95,151.23,-51.00,12.69,11.32,12.42,9.77,49.82,92.10,12.60,0.28,122.97,-102.00,16.08,16.41,11.12,3.36,267.32,41.29,263.03,4.35,169.89,11.25,20.47,16.15,12.25,5.78,0.61,135.18,0.99,1.66
2025-05-23 01:40:00,1001.07,988.13,966.74,941.98,981.57,930.47,-111.75,-63.85,-227.50,35.81,1.00,18.82,1.00,49.60,1.00,23.22,1.00,27.63,1.00,34.53,1.00,41.92,1.00,21.15,1.00,45.13,0.00,29.78,1025.00,2.00,3.00,963.69,995.15,878.82,-3505.40,180.90,-2643.60,136.83,3000.00,182.65,151.23,-82.00,13.67,11.32,12.46,9.73,57.65,85.92,20.77,0.28,122.97,-109.00,15.58,16.01,11.14,3.79,266.34,49.04,262.06,4.35,169.82,0.00,20.40,15.83,12.60,6.17,3.76,138.54,1.48,2.99
2025-05-23 01:42:00,1009.97,1033.57,986.44,988.91,983.26,933.85,-95.45,-67.70,-163.00,35.80,1.00,18.77,1.00,49.58,1.00,23.21,1.00,27.63,1.00,34.52,1.00,41.94,1.00,21.15,1.00,45.12,0.00,29.79,1046.00,11.00,1.00,963.62,999.11,865.86,-3504.80,180.90,-2601.95,136.83,3000.00,181.08,151.24,-68.00,13.27,11.32,12.46,9.67,57.65,85.96,20.77,0.28,123.21,-116.00,16.67,15.44,10.59,3.43,254.77,45.24,250.68,4.29,168.96,2.50,12.66,16.29,12.54,6.07,19.86,123.27,1.72,2.62
2025-05-23 01:44:00,1009.38,1024.27,978.25,984.56,985.47,940.94,-99.90,-55.95,-159.85,35.82,1.00,18.76,1.00,49.59,1.00,23.22,1.00,27.63,1.00,34.53,1.00,41.95,1.00,21.15,1.00,45.14,0.00,29.78,1024.00,6.00,11.00,959.01,997.88,853.26,-3482.60,180.79,-2606.45,137.04,3000.00,181.01,151.35,-67.00,13.30,11.32,12.89,10.37,28.22,69.40,2.31,0.29,123.30,-109.00,13.00,16.96,10.29,3.31,246.65,49.50,242.69,4.25,168.71,0.00,19.37,16.40,12.28,5.21,30.29,132.35,1.34,2.20
2025-05-23 01:46:00,1006.52,1023.36,972.98,973.70,988.65,956.67,-76.80,-58.60,-168.70,35.81,1.00,18.78,1.00,49.58,1.00,19.50,1.00,27.63,1.00,34.52,1.00,39.50,1.00,21.15,1.00,45.14,0.00,29.78,1066.00,2.00,0.00,955.50,996.45,850.98,-3355.95,180.66,-2621.20,136.83,3000.00,180.27,151.13,-55.00,13.39,11.32,13.14,10.66,39.02,96.27,2.37,0.30,123.42,-102.00,15.09,13.32,10.29,3.32,245.76,53.68,241.82,4.24,168.23,0.00,19.12,16.14,12.31,5.52,38.37,123.12,1.82,2.03
2025-05-23 01:48:00,1003.02,1043.57,988.91,991.38,984.36,941.59,-86.90,-62.55,-139.90,35.80,1.00,18.73,1.00,49.60,1.00,19.47,1.00,27.63,1.00,34.54,1.00,39.47,1.00,21.15,1.00,45.15,0.00,29.68,1047.00,3.00,0.00,956.09,998.40,861.54,-3323.55,179.94,-2646.30,136.74,3000.00,180.38,150.66,-38.00,12.26,11.32,12.64,10.10,42.60,66.73,2.28,0.29,123.31,-117.00,13.35,11.55,10.29,3.23,245.76,53.68,241.82,4.24,167.64,0.00,20.15,16.16,12.60,5.90,35.70,133.28,1.82,2.01
2025-05-23 01:50:00,1005.22,1031.74,993.14,992.42,985.07,939.45,-70.30,-49.00,-140.45,35.80,1.00,19.10,1.00,49.58,1.00,19.48,1.00,27.63,1.00,34.53,1.00,39.50,1.00,21.15,1.00,45.14,0.00,29.67,1041.00,2.00,0.00,963.10,1000.61,862.50,-3367.10,179.64,-2623.30,136.51,3000.00,180.38,150.43,-55.00,13.01,11.32,12.51,9.70,52.91,64.44,7.27,0.28,123.21,-101.00,15.03,15.04,10.39,3.34,250.44,54.70,246.42,4.27,167.34,0.00,16.95,16.71,12.36,5.69,34.93,123.41,1.88,1.92
2025-05-23 01:52:00,998.72,1073.21,1008.67,1020.70,983.58,929.89,-64.25,-93.35,-139.00,35.82,1.00,19.17,1.00,49.58,1.00,19.48,1.00,27.63,1.00,34.53,1.00,39.48,1.00,21.15,1.00,45.14,0.00,29.56,999.00,7.00,9.00,970.64,988.91,873.54,-3657.75,179.54,-3211.40,136.34,3000.00,179.84,150.19,-77.00,12.89,11.32,11.82,8.62,102.87,39.52,191.10,0.25,123.50,-102.00,17.82,17.06,10.16,3.36,249.96,50.16,245.95,4.26,166.89,0.00,20.66,15.94,12.88,6.26,36.11,133.16,1.83,2.36
2025-05-23 01:54:00,996.84,1061.71,1004.38,1018.81,980.14,921.70,-44.50,-74.25,-135.60,35.80,1.00,19.15,1.00,49.59,1.00,39.38,1.00,27.63,1.00,34.52,1.00,46.93,1.00,21.15,1.00,45.14,0.00,29.77,1031.00,0.00,4.00,976.36,985.14,876.00,-3930.80,179.94,-3179.30,136.34,3000.00,179.64,151.13,-104.00,14.37,11.32,11.91,8.83,97.28,89.77,194.27,0.25,124.23,-107.00,17.07,18.11,10.49,3.57,250.64,48.92,246.62,4.27,166.65,0.00,13.90,16.11,12.96,5.85,33.31,126.49,2.04,1.66
2025-05-23 01:56:00,1002.17,1111.44,1015.43,1041.69,976.76,924.17,-63.05,-76.20,-23.25,35.82,1.00,19.07,1.00,49.56,1.00,39.38,1.00,27.63,1.00,34.49,1.00,46.91,1.00,21.15,1.00,43.15,0.00,29.61,1019.00,0.00,6.00,957.06,986.38,864.00,-3919.25,182.19,-3532.70,136.63,3000.00,179.44,152.37,-65.00,13.75,11.32,13.42,10.80,44.30,170.16,2.46,0.31,124.92,-93.00,19.45,18.74,10.34,3.37,248.16,54.20,244.18,4.25,165.56,0.00,19.80,16.41,12.80,6.11,30.46,141.89,1.90,1.20
2025-05-23 01:58:00,1002.56,1114.94,1015.49,1051.31,974.09,922.02,-34.40,-71.90,-48.55,35.79,1.00,19.09,1.00,49.59,1.00,39.36,1.00,27.63,1.00,33.28,1.00,46.91,1.00,21.15,1.00,43.15,0.00,29.78,1041.00,0.00,0.00,947.44,986.50,852.30,-3903.80,183.15,-3619.10,136.74,3000.00,179.44,152.96,-88.00,14.86,11.32,13.62,11.35,22.35,163.56,2.49,0.32,125.39,-106.00,16.30,17.38,10.17,3.51,243.12,44.76,239.22,4.23,165.38,5.00,19.79,17.16,12.00,5.53,40.74,115.68,2.39,1.14
2025-05-23 02:00:00,1006.27,1120.99,1019.78,1078.42,970.12,923.26,-74.05,-41.45,-44.30,35.81,1.00,19.46,1.00,49.59,1.00,39.38,1.00,27.63,1.00,33.26,1.00,46.90,1.00,21.15,1.00,43.15,0.00,29.64,997.00,7.00,14.00,935.09,992.49,848.88,-3905.70,184.80,-3947.95,137.13,3000.00,179.32,153.97,-81.00,14.57,11.32,13.59,11.69,20.48,179.90,2.58,0.33,126.32,-122.00,16.85,16.99,9.59,3.11,229.10,50.04,225.42,4.16,165.06,0.00,15.50,17.24,12.24,5.94,37.81,129.77,1.97,10.79
2025-05-23 02:02:00,1010.62,1121.25,1022.39,1087.45,965.12,919.82,17.95,-39.30,-56.60,35.80,1.00,19.40,1.00,49.59,1.00,39.39,1.00,27.63,1.00,33.28,1.00,46.94,1.00,21.15,1.00,43.15,0.00,29.66,1055.00,5.00,11.00,928.59,991.97,853.14,-3933.95,187.29,-4027.35,138.15,3000.00,178.72,154.32,-104.00,14.29,11.32,13.80,11.88,22.10,167.40,2.61,0.33,126.89,-106.00,17.21,16.40,9.67,3.19,232.29,51.95,228.56,4.17,164.55,0.00,20.62,17.37,12.11,5.08,35.83,108.86,2.56,9.15
2025-05-23 02:04:00,1010.23,1124.69,1030.32,1098.11,963.04,923.72,-58.30,-33.35,-53.25,35.80,1.00,19.49,1.00,49.59,1.00,39.38,1.00,27.63,1.00,33.26,1.00,46.94,1.00,21.15,1.00,43.12,0.00,29.78,1053.00,10.00,0.00,923.52,990.21,860.40,-3930.40,188.95,-4016.45,138.87,3000.00,178.60,154.68,-125.00,14.29,11.32,13.82,11.90,20.80,155.64,2.62,0.33,127.68,-106.00,17.59,17.05,9.51,3.20,230.76,51.61,227.05,4.17,164.25,1.25,18.07,17.11,12.14,5.69,33.67,133.03,1.89,7.76
2025-05-23 02:06:00,1012.05,1130.03,1029.21,1101.69,961.28,914.09,-16.55,-39.80,-66.45,35.79,1.00,19.46,1.00,49.58,1.00,39.36,1.00,27.63,1.00,33.28,1.00,48.12,1.00,21.15,1.00,43.15,0.00,29.67,1031.00,0.00,3.00,927.88,994.11,865.62,-4012.05,190.20,-4270.30,139.47,3000.00,178.60,155.23,-64.00,14.29,11.32,13.43,11.19,22.47,176.64,2.50,0.32,128.49,-113.00,19.15,16.31,9.54,2.83,228.88,52.69,225.20,4.16,164.06,0.00,18.07,16.81,12.56,6.46,27.66,125.64,2.30,5.18
2025-05-23 02:08:00,1012.96,1117.61,1024.59,1103.31,959.79,909.67,-32.40,-14.05,-74.00,35.78,1.00,19.66,1.00,49.58,1.00,39.36,1.00,27.63,1.00,33.27,1.00,48.14,1.00,21.15,1.00,43.15,0.00,29.66,1024.00,7.00,3.00,931.97,996.32,858.42,-4009.95,191.55,-4716.15,140.60,3000.00,178.09,155.93,-118.00,14.23,11.32,13.52,11.48,21.34,173.95,2.52,0.32,129.40,-120.00,19.30,15.79,9.45,2.87,227.71,52.42,224.06,4.15,163.80,0.00,19.40,16.96,12.42,6.04,23.13,129.87,2.44,4.18
2025-05-23 02:10:00,1021.60,1099.80,1011.98,1117.09,956.15,896.54,-56.65,6.20,-3.55,35.77,1.00,19.72,1.00,49.59,1.00,39.35,1.00,27.63,1.00,33.28,1.00,48.14,1.00,21.15,1.00,43.17,0.00,29.66,1060.00,0.00,0.00,942.89,1005.10,866.34,-4037.70,192.99,-4896.80,142.04,3000.00,178.00,156.38,-102.00,14.19,11.32,13.11,10.68,25.80,169.67,2.32,0.30,130.32,-127.00,20.17,14.46,9.22,3.02,221.74,70.18,218.18,4.12,163.35,0.00,21.66,16.91,12.74,5.96,15.28,153.06,2.22,1.56
2025-05-23 02:12:00,1023.62,1093.30,1008.54,1126.39,952.77,896.68,-50.95,10.60,-68.55,35.79,1.00,19.73,1.00,49.60,1.00,39.36,1.00,27.63,1.00,33.27,1.00,48.14,1.00,21.15,1.00,43.15,0.00,29.66,995.00,2.00,4.00,949.00,1007.63,857.58,-4042.55,193.62,-4833.00,142.95,3000.00,178.49,156.63,-35.00,14.41,11.32,12.83,11.18,26.31,187.66,2.49,0.32,131.13,-120.00,21.32,13.49,9.28,3.13,234.51,117.34,60.91,4.18,163.28,0.00,17.69,17.63,11.92,5.81,20.24,119.38,2.26,1.54
2025-05-23 02:14:00,1022.19,1068.60,969.86,1098.50,949.71,893.82,-48.30,20.45,-164.00,35.77,1.00,19.65,1.00,49.59,1.00,36.89,1.00,27.63,1.00,33.28,1.00,48.11,1.00,21.15,1.00,49.34,0.00,29.77,1054.00,0.00,1.00,950.76,1004.25,856.20,-4049.75,194.97,-5041.75,146.01,3000.00,179.03,157.53,-81.00,14.54,11.32,12.81,10.66,23.71,177.88,2.36,0.30,132.62,-104.00,18.80,12.46,9.73,3.14,221.14,111.02,29.50,4.17,163.89,3.75,14.69,16.94,12.71,6.02,24.49,126.93,1.98,2.54
2025-05-23 02:16:00,1021.47,1034.93,956.41,1069.83,948.09,896.09,-75.80,12.90,-297.90,35.77,1.00,19.65,1.00,49.58,1.00,34.38,1.00,27.63,1.00,33.26,1.00,48.15,1.00,21.15,1.00,49.31,0.00,29.77,1027.00,4.00,0.00,958.49,1005.16,853.44,-4023.50,195.50,-5100.30,147.75,3000.00,180.18,157.98,-71.00,14.38,11.32,12.93,10.59,24.76,167.12,2.34,0.30,133.65,-134.00,23.02,11.71,10.65,3.11,166.15,123.49,0.10,4.26,164.17,0.00,19.90,17.06,12.70,6.22,19.64,127.21,1.87,2.56
2025-05-23 02:18:00,1024.40,994.76,937.30,1020.63,947.57,888.87,-99.40,-85.00,-197.30,35.76,1.00,19.67,1.00,49.60,1.00,34.37,1.00,27.63,1.00,33.27,1.00,48.13,1.00,21.15,1.00,45.59,0.00,29.66,1008.00,3.00,2.00,962.39,1008.74,849.00,-4000.30,195.74,-4409.95,149.07,3000.00,180.56,158.55,-94.00,14.25,11.32,13.14,10.39,25.74,154.06,2.32,0.30,134.24,-142.00,22.36,10.76,12.71,3.75,135.63,153.39,0.13,4.43,163.73,0.00,19.98,16.14,13.57,6.85,23.50,141.27,2.48,3.88
2025-05-23 02:20:00,1026.22,971.55,920.01,991.38,942.11,891.54,-57.70,-156.70,-167.60,35.78,1.00,19.63,1.00,49.59,1.00,34.38,1.00,27.63,1.00,33.28,1.00,48.18,1.00,21.15,1.00,44.40,0.00,29.92,1061.00,1.00,0.00,973.44,1012.24,853.74,-4038.65,195.96,-2505.65,151.34,3000.00,179.96,158.89,-95.00,14.41,11.32,13.13,11.09,24.59,162.66,2.45,0.31,134.01,-110.00,21.18,10.89,13.89,4.26,129.69,171.72,0.13,4.66,163.20,0.00,22.10,16.70,13.00,6.01,14.46,114.68,2.11,3.34
2025-05-23 02:22:00,1030.83,964.60,910.45,981.37,942.50,892.45,-66.80,-107.65,9.25,35.76,1.00,19.64,1.00,49.60,1.00,34.38,1.00,27.63,1.00,33.29,1.00,48.16,1.00,21.15,1.00,44.39,0.00,29.78,1049.00,15.00,0.00,982.54,1013.42,840.60,-4014.45,196.26,-2428.10,152.97,3000.00,179.55,159.24,-87.00,14.73,11.32,12.45,9.75,34.07,152.57,2.14,0.27,130.92,-140.00,21.85,10.80,13.64,4.92,96.87,179.89,0.17,4.86,163.07,2.50,20.51,16.80,12.61,6.04,14.10,92.72,2.67,0.96
2025-05-23 02:24:00,1035.84,971.03,916.43,991.38,938.15,892.45,-72.30,-134.70,-230.05,35.75,1.00,19.58,1.00,49.59,1.00,34.37,1.00,27.63,1.00,29.55,1.00,48.13,1.00,21.15,1.00,45.58,0.00,29.66,1045.00,5.00,5.00,995.09,1019.46,841.80,-4033.70,196.57,-2256.90,154.93,3000.00,179.55,159.82,-64.00,14.09,11.32,12.34,9.80,34.40,155.67,2.16,0.27,129.18,-143.00,21.85,10.86,13.25,4.89,85.17,154.07,0.16,4.73,162.96,0.00,19.81,17.57,12.16,5.90,19.56,129.12,1.40,1.34
2025-05-23 02:26:00,1036.36,976.30,915.27,991.64,939.77,888.16,-63.55,-99.40,-63.95,35.78,1.00,19.64,1.00,49.56,1.00,34.38,1.00,27.63,1.00,29.51,1.00,48.12,1.00,21.15,1.00,43.18,0.00,29.76,1036.00,9.00,1.00,994.43,1020.89,840.60,-4049.10,196.65,-2163.70,156.48,3000.00,178.81,160.05,-69.00,14.17,11.32,12.57,10.39,32.79,157.59,2.29,0.29,129.19,-119.00,18.51,10.84,13.28,4.30,77.70,161.97,0.15,4.71,162.19,0.00,20.04,16.44,12.97,6.25,29.42,104.61,1.65,1.12
2025-05-23 02:28:00,1036.94,967.46,914.88,982.09,938.53,893.10,-71.95,-111.45,-197.35,35.78,1.00,19.60,1.00,49.62,1.00,34.38,1.00,27.63,1.00,29.57,1.00,48.15,1.00,21.15,1.00,43.13,0.00,29.66,1060.00,1.00,1.00,967.01,1017.71,833.64,-4035.45,196.53,-2170.75,157.39,3000.00,178.40,160.72,-101.00,13.20,11.32,13.81,12.01,28.63,146.61,2.58,0.33,129.18,-90.00,21.74,9.98,13.22,4.24,72.17,141.78,0.15,4.70,162.30,0.00,13.91,16.70,12.83,6.66,16.71,117.67,1.80,1.21
2025-05-23 02:30:00,1031.68,977.86,917.09,992.88,939.90,888.29,-38.85,-105.00,-311.35,38.38,1.00,19.54,1.00,49.60,1.00,34.36,1.00,27.63,1.00,29.55,1.00,48.15,1.00,21.15,1.00,43.17,0.00,29.68,1029.00,3.00,4.00,958.75,1013.74,829.92,-4054.40,196.41,-2098.55,158.64,2888.70,178.09,160.86,-49.00,14.87,11.32,13.86,11.67,22.58,140.60,2.51,0.32,129.42,-172.00,20.35,10.36,13.24,4.34,66.89,153.46,0.15,4.67,162.38,0.00,22.29,16.21,13.08,7.10,21.69,157.08,1.42,1.24
2025-05-23 02:32:00,1029.40,989.17,918.71,1000.80,935.93,904.67,-35.50,-112.95,-125.25,38.38,1.00,19.49,1.00,49.60,1.00,34.35,1.00,27.63,1.00,29.56,1.00,48.14,1.00,21.15,1.00,39.44,0.00,29.76,998.00,0.00,6.00,950.04,1011.53,818.16,-4078.00,196.47,-2072.20,159.78,2910.15,178.40,161.32,-102.00,13.68,11.32,13.61,11.51,23.01,131.15,2.56,0.33,129.76,-105.00,20.26,10.81,12.72,4.33,64.37,147.83,0.14,4.60,162.17,0.00,19.58,16.49,13.43,6.95,20.67,154.17,0.96,0.66
2025-05-23 02:34:00,1028.82,1000.15,931.52,1014.97,932.29,928.40,-77.00,-110.30,-117.70,38.38,1.00,19.52,1.00,49.60,1.00,34.35,1.00,27.63,1.00,29.56,1.00,48.13,1.00,21.15,1.00,39.45,0.00,29.70,1048.00,2.00,4.00,953.61,1008.28,819.42,-4075.35,196.47,-2108.40,160.40,2359.05,179.03,161.65,-110.00,14.33,11.32,13.08,10.70,25.89,134.29,2.33,0.30,129.65,-105.00,19.44,11.35,12.73,4.04,58.70,141.97,0.14,4.58,161.59,0.00,16.45,18.31,11.39,5.44,32.31,63.94,45.58,1.05
2025-05-23 02:36:00,1025.11,1017.58,950.49,1030.90,933.21,920.34,-46.55,-125.30,-51.85,38.39,1.00,19.52,1.00,49.61,1.00,34.37,1.00,27.63,1.00,37.01,1.00,48.17,1.00,21.15,1.00,40.68,0.00,29.58,1007.00,5.00,0.00,953.29,1002.95,808.50,-4071.65,196.41,-2110.95,161.07,2505.88,180.18,162.00,-64.00,14.63,11.32,13.16,10.80,24.10,130.43,2.40,0.31,130.21,-98.00,23.00,11.31,12.55,4.42,56.71,148.45,0.14,4.59,161.72,0.00,20.04,18.13,11.36,5.66,63.29,52.98,109.07,0.80
2025-05-23 02:38:00,1022.90,1017.51,952.05,1030.25,932.75,905.45,-62.25,-115.20,-73.10,38.38,1.00,19.59,1.00,49.60,1.00,34.38,1.00,27.63,1.00,37.00,1.00,48.16,1.00,21.15,1.00,40.68,0.00,29.77,1019.00,6.00,3.00,956.09,1002.62,815.22,-4033.80,196.47,-2091.20,161.29,2545.50,180.56,162.11,-48.00,14.34,11.32,13.13,10.30,27.59,145.09,2.26,0.29,130.44,-111.00,21.12,11.26,12.51,3.85,51.63,154.84,0.14,4.58,161.74,0.00,20.03,17.56,12.14,5.98,39.19,143.34,1.01,0.98
2025-05-23 02:40:00,1018.88,1001.26,943.02,1017.51,933.98,901.68,-57.85,-100.85,-91.90,38.37,1.00,19.47,1.00,49.58,1.00,34.35,1.00,27.63,1.00,37.00,1.00,48.16,1.00,21.15,1.00,40.67,0.00,29.89,1043.00,0.00,1.00,940.81,992.42,831.30,-4083.95,196.47,-2115.20,161.79,2559.28,181.31,162.46,-80.00,14.36,11.32,13.78,11.93,23.44,133.58,2.61,0.33,131.70,-119.00,20.27,10.96,12.82,4.12,50.79,137.10,0.15,4.63,161.81,0.00,18.22,17.10,12.34,5.87,31.16,128.46,0.79,1.35
