时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2024-07-06 21:44:00,1,预警,焚烧炉出口氧含量偏高,预警,7.6_process.xlsx,7.6
2024-07-06 22:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.6_process.xlsx,7.6
2024-07-07 00:25:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 01:05:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 02:03:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 03:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 04:25:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 08:28:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 10:49:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 15:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 16:10:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 16:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 17:13:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 17:23:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 18:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 18:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 18:45:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 19:12:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 19:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-07 21:37:00,1,预警,焚烧炉出口氧含量偏高,预警,7.7_process.xlsx,7.7
2024-07-08 00:21:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 01:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 02:25:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 03:00:00,1,预警,烟气中一氧化碳（CO）浓度较高,预警,7.8_process.xlsx,7.8
2024-07-08 06:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 09:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 12:00:00,1,预警,烟气中一氧化碳（CO）浓度较高,预警,7.8_process.xlsx,7.8
2024-07-08 12:09:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 12:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 13:42:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 16:44:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 18:46:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 18:52:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 19:13:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 19:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 20:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 21:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-08 23:00:00,1,预警,焚烧炉出口氧含量偏高,预警,7.8_process.xlsx,7.8
2024-07-09 00:35:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 01:47:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 06:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 09:00:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 19:24:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-09 19:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.9_process.xlsx,7.9
2024-07-10 06:19:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 08:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 11:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 12:58:00,1,预警,焚烧炉出口氧含量偏低,预警,7.10_process.xlsx,7.10
2024-07-10 15:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 18:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 19:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 21:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-10 23:02:00,1,预警,焚烧炉出口氧含量偏高,预警,7.10_process.xlsx,7.10
2024-07-11 03:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 03:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 05:04:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 09:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 09:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 11:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 14:30:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 15:53:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 16:19:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 18:25:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 22:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 22:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-11 23:04:00,1,预警,焚烧炉出口氧含量偏高,预警,7.11_process.xlsx,7.11
2024-07-12 08:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 11:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 21:09:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 22:18:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-12 23:58:00,1,预警,焚烧炉出口氧含量偏高,预警,7.12_process.xlsx,7.12
2024-07-13 02:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 04:24:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 06:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 06:46:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 11:17:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 15:35:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 16:15:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-13 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警,7.13_process.xlsx,7.13
2024-07-14 04:08:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 08:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 11:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 16:58:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 20:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 21:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 21:37:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 23:26:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-14 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警,7.14_process.xlsx,7.14
2024-07-15 00:47:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 02:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 02:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 03:53:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 05:53:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 05:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 09:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 10:11:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 10:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 12:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 17:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 17:26:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-15 19:23:00,1,预警,焚烧炉出口氧含量偏高,预警,7.15_process.xlsx,7.15
2024-07-17 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 02:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 08:48:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 09:00:00,1,预警,烟气中二氧化硫（SO₂）浓度较高,预警,7.17_process.xlsx,7.17
2024-07-17 09:17:00,1,预警,焚烧炉出口氧含量偏低,预警,7.17_process.xlsx,7.17
2024-07-17 09:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 11:35:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 14:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 15:19:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 15:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 15:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-17 18:06:00,1,预警,布袋除尘器压力损失偏高,预警,7.17_process.xlsx,7.17
2024-07-17 23:49:00,1,预警,焚烧炉出口氧含量偏高,预警,7.17_process.xlsx,7.17
2024-07-18 00:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 03:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 07:17:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 07:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 08:24:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 09:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 12:08:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 19:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 20:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-18 21:12:00,1,预警,焚烧炉出口氧含量偏高,预警,7.18_process.xlsx,7.18
2024-07-19 02:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 02:43:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 04:26:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 04:45:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 08:41:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 10:22:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 10:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 11:47:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 12:28:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 13:49:00,1,预警,布袋除尘器压力损失偏高,预警,7.19_process.xlsx,7.19
2024-07-19 14:52:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 16:32:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 17:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 19:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 20:12:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 20:43:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 21:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 23:03:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-19 23:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.19_process.xlsx,7.19
2024-07-20 00:01:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 01:09:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 03:22:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 03:44:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 09:07:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 09:15:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 09:34:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 12:19:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 16:21:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-20 23:15:00,1,预警,焚烧炉出口氧含量偏高,预警,7.20_process.xlsx,7.20
2024-07-21 01:21:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 04:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 04:58:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 06:37:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 08:59:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 09:10:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 11:20:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 16:03:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 16:26:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-21 17:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.21_process.xlsx,7.21
2024-07-22 01:35:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 04:23:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 08:55:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 11:31:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 12:04:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 13:02:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-22 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.22_process.xlsx,7.22
2024-07-23 00:12:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 00:25:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 07:18:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 08:56:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 09:45:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 18:16:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 19:57:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 20:58:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 21:11:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 22:19:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 22:30:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 22:38:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-23 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警,7.23_process.xlsx,7.23
2024-07-24 03:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 04:23:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 06:17:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 07:36:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 07:42:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 09:58:00,1,预警,焚烧炉出口氧含量偏低,预警,7.24_process.xlsx,7.24
2024-07-24 10:00:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 10:42:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 11:47:00,1,预警,焚烧炉出口氧含量偏低,预警,7.24_process.xlsx,7.24
2024-07-24 12:08:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 15:29:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 18:14:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 18:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 21:42:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-24 23:41:00,1,预警,焚烧炉出口氧含量偏高,预警,7.24_process.xlsx,7.24
2024-07-25 01:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 01:39:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 06:41:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 08:27:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 09:01:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 10:35:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 11:23:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 12:07:00,1,预警,布袋除尘器压力损失偏高,预警,7.25_process.xlsx,7.25
2024-07-25 12:30:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 12:51:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 13:07:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 16:51:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
2024-07-25 20:33:00,1,预警,焚烧炉出口氧含量偏高,预警,7.25_process.xlsx,7.25
